四川省交通运输厅信息中心公路水路建设与运输市场信用信息服务系统工程第4包软硬件支撑系统采购项目(第二次)公开招标结果公告,/view/staticpags/jggg/402886875b8497b4015c492048f65184.html
四川文化产业职业学院（四川省干部函授学院）学生宿舍改造项目竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/c3cfbff99eae48c9b509c6898d4a0781.html
四川省医学科学院四川省人民医院实验动物研究所四川省医学科学院？四川省人民医院实验动物研究所设备采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-09/a3b0dc7790f847b7a8061fbc980ab3fc.html
四川师范大学四川师范大学2017年学生公寓及狮子山校区图书馆维修改造工程竞争性磋商采购项目竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/89975d9377064eea942e42e137e2ca2e.html
四川省社会主义学院四川社会主义学院危机管理、媒体沟通情景模拟实训室建设采购项目（第二次）竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/deac4fda19ad4ce3ac4431d173befa3e.html
西华师范大学2017年学生实习保险服务采购项目竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-24/4b992fb1c17841d7853175107ad5cdd4.html
四川文化产业职业学院（四川省干部函授学院）影视实训设备政府采购项目（第三次）竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/957aedc7545548f7bfad98e5c919bb81.html
四川省环境监测总站四川省环境监测总站采水装置运行保障服务采购项目竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/169f7e04c612449b911362822ad3330f.html
四川建筑职业技术学院（德阳）四川建筑职业技术学院监控设备、消防设备采购及消防系统维修服务采购项目竞争性磋商采购公告,http://202.61.88.152:9002/view/staticpags/jzxcscggg/2017-05-27/818ae5e5b57a477da3e7bff638dddb07.html
四川建筑职业技术学院（德阳）建筑智能化与电气化实训中心采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/2805e301ebf948dd96c73c97bbfaba81.html
绵阳师范学院研究生招生考场与标准化考室建设公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/71172619355a4d95920fff49fa5a4c88.html
四川省安全生产监督管理局四川省安全生产综合预警云平台采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/dcb7054486e74fa899f83fe505ee41f5.html
绵阳师范学院多媒体教学专用设备公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/5b02ccf0893841d497796106d50634d8.html
四川省环境监测总站四川省84套省控城市环境空气自动监测站运行服务采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/926b048f654c4af6a29510b69b9bab69.html
四川省新华强制隔离戒毒所办公家具用具公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/c98d0bb2e63646e18658f9641692140f.html
四川省大英监狱单警装备采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/52e43cf65a284e93a82519bf92d78c56.html
西华大学图书馆2017年纸质中文图书、中外文期刊供应商入围采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/2e7d3c40354b4b94a906fbb4c5e2d077.html
四川省统计局在线监测平台建设政府采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/a433dfc6580f416582dc5e0517199164.html
四川广播电视台2017年度omneon维保服务及数据流磁带、高清媒资存储耗材公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/394f1c4f359f40378f8e8674a24c3d3f.html
四川省交通运输厅信息中心2017年度交通移动应急通信指挥平台运维服务项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/7deac76e90ed48a8aa606902ee817a12.html
四川师范大学虚拟化云桌面实验室（川政采招〔2016〕350号）公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-25/9da121e6d45f496b84fe622f0f747f66.html
西南科技大学运动场馆高清视频监控系统公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/b0013d81f134476cb53f6c872ae80e65.html
四川省环境监测总站走航激光雷达、雷达走航车辆改造、雷达运维和数据分析及空气监测数据共享平台建设、行质谱运行维护及数据分析服务项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/6eb7153ffd6047f6bab3a1d351dc820c.html
四川工程职业技术学院工件自动打磨系统采购公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/c71cab9ee0744064b1b39885eb236bec.html
四川省产品质量监督检验检测院专用设备采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/6af242389a9b4e96865c324fda217186.html
四川省监狱管理局2017年度囚服被装采购项目公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-27/f9f22395fbf443468d9c15b8c0239036.html
绵阳师范学院校园监控安全设备公开招标采购公告,http://202.61.88.152:9002/view/staticpags/gkzbcggg/2017-05-26/543ab4ca80fd4b8bae1d8ca540197bb3.html
